"Keyword Version: static","Revision: 2022-01-10 17:52:40","Timestamp: 2022-01-19 17:23:35","Terms Of Use: https://cdn.earthdata.nasa.gov/conduit/upload/5182/KeywordsCommunityGuide_Baseline_v1_SIGNED_FINAL.pdf","The most up to date XML representations can be found here: https://gcmd.uat.earthdata.nasa.gov/kms/concepts/concept_scheme/platforms/?format=xml","Case native"
"Space-based Platforms","Earth Observation Satellites","","PlanetScope","PlanetScope","6fffd5bf-1d22-487a-8b4c-495992ef3b28"
"Space-based Platforms","Earth Observation Satellites","","Proba-V","Project for On-Board Autonomy - Vegetation","6f507389-2c7c-41b4-a638-95bdc73b63a3"
"Space-based Platforms","Earth Observation Satellites","","Project for On-Board Autonomy (PROBA)","","a9a057e8-bfee-464c-9c1f-1913c889caee"
"Space-based Platforms","Earth Observation Satellites","","QUIKSCAT","QUIKSCAT","5ab01e26-7baf-4960-bd6e-cb64b47cbfed"
"Space-based Platforms","Earth Observation Satellites","","RAPIDEYE","RapidEye","439293ac-ef6a-4f4c-a578-a57d504e783a"
"Space-based Platforms","Earth Observation Satellites","","SAGE-III","Stratospheric Aerosol and Gas Experiment-III","c7063bba-13bf-45e1-be70-7499be35d304"
"Space-based Platforms","Earth Observation Satellites","","SARAL","Satellite with ARgos and ALtiKa","4e62dd32-7776-4646-ae8d-b85d97df415a"
"Space-based Platforms","Earth Observation Satellites","","SATELLITES","SATELLITES","17b1489c-fba7-4252-bf23-b981148343f1"
"Space-based Platforms","Earth Observation Satellites","","SCATSAT-1","Scatterometer Satellite-1","fbfed562-4772-48fe-b2bb-7ebced3a7c9f"
"Space-based Platforms","Earth Observation Satellites","","SCD","Satellites de Coleta de Dados","7b07a0be-b4c9-4837-9521-287bf07198aa"
"Space-based Platforms","Earth Observation Satellites","","SCISAT-1/ACE","Atmospheric Chemistry Experiment","5419ac51-33aa-4f66-bc37-9f2c73846c9e"
"Space-based Platforms","Earth Observation Satellites","","SEASAT 1","Ocean Dynamics Satellite","1bffe898-f4a2-458e-92c5-cd7c9c1cd5f0"
"Space-based Platforms","Earth Observation Satellites","","SES-14","","8dd76819-1baa-4ccd-8544-23c2923f2d84"
"Space-based Platforms","Earth Observation Satellites","","SME","Solar Mesospheric Explorer","4e357ecc-78bd-4da7-b28a-4b34f61f8587"
"Space-based Platforms","Earth Observation Satellites","","SNOE","Student Nitric Oxide Explorer","9210813e-eb6f-4d0f-bb1b-d76b4446b4a9"
"Space-based Platforms","Earth Observation Satellites","","STARLETTE","","9b6eb5b1-08b6-435f-9e25-ad95e017fb32"
"Space-based Platforms","Earth Observation Satellites","","STELLA","","149dcad2-bf7c-4c0c-bb53-5ae32d71ecfb"
"Space-based Platforms","Earth Observation Satellites","","SUNSAT","Stellenbosch University Satellite","8798ac25-d327-4d6e-910f-d06306133f88"
"Space-based Platforms","Earth Observation Satellites","","SeaHawk","SeaHawk Cubesat","c5d1a6fc-b484-45cb-be94-2e2a23155d63"
"Space-based Platforms","Earth Observation Satellites","","SkySat","SkySat constellation","e9611632-822d-468b-9748-a392991a0718"
"Space-based Platforms","Earth Observation Satellites","","Spire","Spire constellation","da278af5-097b-47e7-903d-4deac395c4de"
"Space-based Platforms","Earth Observation Satellites","","TDX","TanDEM-X","6c21f29b-5dd4-4e96-a6fb-44e4788d1973"
"Space-based Platforms","Earth Observation Satellites","","THEOS","Thai Earth Observation System","84ddaf4a-fe17-4f01-becf-8164ae255b73"
"Space-based Platforms","Earth Observation Satellites","","TIMED","Thermosphere, Ionosphere, Mesosphere Energetics and Dynamics","5ab193bc-b931-41ac-819b-e49391abd272"
"Space-based Platforms","Earth Observation Satellites","","TIPS","Tether Physics and Survivability","7b9c2b8c-0f57-42bc-ab52-ba3cf542f14e"
"Space-based Platforms","Earth Observation Satellites","","TIUNGSAT-1","","f1503638-4366-4025-8d27-6aefedc4c4dd"
"Space-based Platforms","Earth Observation Satellites","","TOPEX/POSEIDON","Ocean Topography Experiment","e5eb6afb-5d3e-4767-ad08-5293c5b2d88b"
"Space-based Platforms","Earth Observation Satellites","","TOPSAT","","24e15a6d-d600-4eb1-9757-022a19f583fe"
"Space-based Platforms","Earth Observation Satellites","","TRMM","Tropical Rainfall Measuring Mission","89c509e6-13f6-4d6e-b46c-0479d2c7d88d"
"Space-based Platforms","Earth Observation Satellites","","TSINGHUA-1","","f9922bc7-cbad-4230-ad65-08c5998a8e0f"
"Space-based Platforms","Earth Observation Satellites","","TSX","TerraSAR-X","a5c7a4c7-bbf4-42df-a754-20cb6b98317a"
"Space-based Platforms","Earth Observation Satellites","","Terra","Earth Observing System, Terra (AM-1)","80eca755-c564-4616-b910-a4c4387b7c54"
"Space-based Platforms","Earth Observation Satellites","","UARS","Upper Atmosphere Research Satellite","b6c5c7d5-ad6a-4cdd-82cc-9259377ff044"
"Space-based Platforms","Earth Observation Satellites","","VANGUARD","","9db79338-5030-45c2-9bf7-c81bfcefb9e1"
"Space-based Platforms","Earth Observation Satellites","","WESTPAC","Western Pacific Laser Satellite","3d031666-2116-4ebc-8daa-3e98ddcf4f60"
"Space-based Platforms","Earth Observation Satellites","","ZEIA","","6365670e-6e12-437d-baa9-d1deecd87fba"
"Space-based Platforms","Earth Observation Satellites","","Zhangheng 1","Zhangheng 1","52ae802c-b2fd-4548-aefd-ec4e4325b803"
"Space-based Platforms","Earth Observation Satellites","","","","3466eed1-2fbb-49bf-ab0b-dc08731d502b"
"Space-based Platforms","Interplanetary Spacecraft","FLYBY","MARINER 2","","2351e160-5a9c-4d1c-81f0-775bbae1848e"
"Space-based Platforms","Interplanetary Spacecraft","FLYBY","PIONEER 10","","7fc65dd8-ff85-4ca3-a9df-40a8c33b7c2f"
"Space-based Platforms","Interplanetary Spacecraft","FLYBY","PIONEER 11","","7b3df542-ec26-4460-b26b-b0e195baae76"
"Space-based Platforms","Interplanetary Spacecraft","FLYBY","VOYAGER 1","","1cc11f32-9643-4fa4-9384-18cab2852604"
"Space-based Platforms","Interplanetary Spacecraft","FLYBY","VOYAGER 2","","353cc3e0-7d96-451a-bf57-350bf031a0e5"
"Space-based Platforms","Interplanetary Spacecraft","FLYBY","","","1cf127d1-ee7d-4cd7-9e66-516805f42f28"
"Space-based Platforms","Interplanetary Spacecraft","LANDER","VENERA-13","","21d992d3-447f-4ae1-9ef2-088c736895c1"
"Space-based Platforms","Interplanetary Spacecraft","LANDER","VENERA-14","","95e65b17-0aa8-4146-999c-b807b42e8ad6"
"Space-based Platforms","Interplanetary Spacecraft","LANDER","","","c12d28c9-5a4c-4897-b82b-67ed59d14e75"
"Space-based Platforms","Interplanetary Spacecraft","ORBITER","PIONEER VENUS","","c77cd248-34be-4d62-aaae-43fb073a1438"
"Space-based Platforms","Interplanetary Spacecraft","ORBITER","","","07eea0dc-fc62-4b0d-88ee-2813a22034da"
"Space-based Platforms","Interplanetary Spacecraft","","LUNOKHOD","Lunar Retroreflector Array","1daac324-8de1-49d1-b8ca-e221f5e33a1b"
"Space-based Platforms","Interplanetary Spacecraft","","","","16d65a72-e685-4c98-88a9-689c5f75d358"
"Space-based Platforms","Navigation Satellites","Beidou (China's Satellite Navigation System)","Beidou","Beidou Satellites","b4306421-a1b1-4d56-ad84-6f0c57806369"
"Space-based Platforms","Navigation Satellites","Beidou (China's Satellite Navigation System)","","","ef679d6a-a05b-4976-a236-ce2158b758ea"
"Space-based Platforms","Navigation Satellites","GLObal NAvigation Satellite System (GLONASS)","GLONASS-40-82","Global Navigation Satellite System 40-82","6cadd8c2-ecd7-4816-ad6a-c14e19d7e809"
"Space-based Platforms","Navigation Satellites","GLObal NAvigation Satellite System (GLONASS)","GLONASS","(GLObal NAvigation Satellite System)","00274700-26c1-4c44-88a4-10a7ec6214de"
"Space-based Platforms","Navigation Satellites","GLObal NAvigation Satellite System (GLONASS)","","","960f8eb8-6ca9-47d3-ae4a-7e21ebfad4c0"
"Space-based Platforms","Navigation Satellites","Galileo (Europe's European Satellite Navigation System)","Galileo","Galileo Satellites","59fae923-a986-41e5-8fe2-30bd3b9cb625"
"Space-based Platforms","Navigation Satellites","Galileo (Europe's European Satellite Navigation System)","","","b1c1ecfd-eb6c-4a51-b86e-2ae64babc27d"
"Space-based Platforms","Navigation Satellites","Global Positioning System (GPS)","GPS-35","Global Positioning System Satellites-35","185961ca-55f3-49f4-b795-b1dce8de893c"
"Space-based Platforms","Navigation Satellites","Global Positioning System (GPS)","GPS-36","Global Positioning System Satellites-36","428adb40-4cd5-4923-98fc-cddc83c6b577"
"Space-based Platforms","Navigation Satellites","Global Positioning System (GPS)","GPS","Global Positioning System Satellites","e66a90c4-3a5c-4e52-b039-bc93857642bf"
"Space-based Platforms","Navigation Satellites","Global Positioning System (GPS)","","","7bf16419-1047-4902-a4fa-38c74bceb3bd"
"Space-based Platforms","Navigation Satellites","India's Regional Navigation Satellite System (IRNSS)","IRNSS","India’s Regional Navigation Satellite System Satellites","4c93cc0b-ca0e-4421-ac60-559b6390b89b"
"Space-based Platforms","Navigation Satellites","India's Regional Navigation Satellite System (IRNSS)","","","bad22a08-f8ab-49b3-b266-005b21496626"
"Space-based Platforms","Navigation Satellites","NAVSTAR","NAVSTAR","NAVSTAR Global Positioning System","17da87fb-d1c9-4fca-befd-f14ec5a2fa02"
"Space-based Platforms","Navigation Satellites","NAVSTAR","","","41de58a7-f1e3-453f-9094-80cb8e839b36"
"Space-based Platforms","Navigation Satellites","Quasi-Zenith Satellite System (QZSS)","QZSS","Quasi-Zenith Satellite System Satellites","9f9d2fac-92f3-4bc5-80ea-e68da85dd352"
"Space-based Platforms","Navigation Satellites","Quasi-Zenith Satellite System (QZSS)","","","225fb800-22b1-4d06-88ac-2bb391ac0906"
"Space-based Platforms","Navigation Satellites","Satellite-Based Augmentation System (SBAS)","SBAS","Satellite-Based Augmentation System Satellites","6c37b37f-44f3-4cfd-859d-44f9266d97cb"
"Space-based Platforms","Navigation Satellites","Satellite-Based Augmentation System (SBAS)","","","612454e6-06ce-4bd3-b4f2-6db85f49a013"
"Space-based Platforms","Navigation Satellites","","FEDSAT","","736ef795-ec95-415f-b10a-456366f8a185"
"Space-based Platforms","Navigation Satellites","","","","1506fb17-7ac4-44ce-bde5-074885bdb2d2"
"Space-based Platforms","Solar/Space Observation Satellites","Explorer","EXPLORER-31 (DME-A)","","4a23392b-1472-4437-868a-eaf788b6b690"
"Space-based Platforms","Solar/Space Observation Satellites","Explorer","EXPLORER-33","Interplanetary Monitoring Platform D (IMP-D)","e54cff9a-7866-448b-adad-88b344021e3c"
"Space-based Platforms","Solar/Space Observation Satellites","Explorer","EXPLORER-35","Interplanetary Monitoring Platform D (IMP-E)","ac093d50-d9c2-4aca-87d6-0c79a9ce6cb3"
"Space-based Platforms","Solar/Space Observation Satellites","Explorer","Explorer-7","","c6092442-77cc-4978-9e4d-3ebea97db988"
"Space-based Platforms","Solar/Space Observation Satellites","Explorer","","","182e52f4-6ce7-42e3-b50e-42a3725eeca3"
"Space-based Platforms","Solar/Space Observation Satellites","Geostationary Operational Environmental Satellite (GOES)","GOES-10","","49178ef5-a003-4de2-9553-066f629bb072"
"Space-based Platforms","Solar/Space Observation Satellites","Geostationary Operational Environmental Satellite (GOES)","GOES-11","","d1c98f16-ae13-45a0-b1bf-de4fd2a5b1c7"
"Space-based Platforms","Solar/Space Observation Satellites","Geostationary Operational Environmental Satellite (GOES)","GOES-12","","ccc4869c-ff0c-41ef-b621-eaeae1ffb79b"
"Space-based Platforms","Solar/Space Observation Satellites","Geostationary Operational Environmental Satellite (GOES)","GOES-13","","98685a1b-9825-43c0-b0d9-6a65f8cb8c7c"
"Space-based Platforms","Solar/Space Observation Satellites","Geostationary Operational Environmental Satellite (GOES)","GOES-14","","530c0bf3-28b9-4cb7-ad4e-979ad7444933"
"Space-based Platforms","Solar/Space Observation Satellites","Geostationary Operational Environmental Satellite (GOES)","GOES-15","","f9649a77-f89c-4b3a-a5e5-624ccfccf97d"
"Space-based Platforms","Solar/Space Observation Satellites","Geostationary Operational Environmental Satellite (GOES)","GOES-16","","72ebfb29-14dd-4306-a28c-ecfc25fc8ad6"
"Space-based Platforms","Solar/Space Observation Satellites","Geostationary Operational Environmental Satellite (GOES)","GOES-1","","f86fcbce-178c-410a-8e6e-380c0bc392ad"
"Space-based Platforms","Solar/Space Observation Satellites","Geostationary Operational Environmental Satellite (GOES)","GOES-2","","f2b36444-124d-4f32-97c7-dc8a09b2d0f0"
"Space-based Platforms","Solar/Space Observation Satellites","Geostationary Operational Environmental Satellite (GOES)","GOES-3","","a520a517-f8da-4bf7-9dec-5e8758dad38a"
"Space-based Platforms","Solar/Space Observation Satellites","Geostationary Operational Environmental Satellite (GOES)","GOES-4","","79de5661-cfa3-491d-bb30-4414452676e8"
"Space-based Platforms","Solar/Space Observation Satellites","Geostationary Operational Environmental Satellite (GOES)","GOES-5","","18ceff7d-c5cd-4a72-86af-9a3ac0a884c4"
"Space-based Platforms","Solar/Space Observation Satellites","Geostationary Operational Environmental Satellite (GOES)","GOES-6","","b048b823-7125-4426-b25d-121c85044bb4"
"Space-based Platforms","Solar/Space Observation Satellites","Geostationary Operational Environmental Satellite (GOES)","GOES-7","","e8fbbfce-0ba2-431c-8533-a1ec9347efd1"
"Space-based Platforms","Solar/Space Observation Satellites","Geostationary Operational Environmental Satellite (GOES)","GOES-8","","2fa330c6-862b-408a-bdea-cc0eb502f3d2"
"Space-based Platforms","Solar/Space Observation Satellites","Geostationary Operational Environmental Satellite (GOES)","GOES-9","","8651726e-1f93-4a65-9e09-4be1e3075e5d"
"Space-based Platforms","Solar/Space Observation Satellites","Geostationary Operational Environmental Satellite (GOES)","","","6e332c25-caeb-4917-afb6-af757bcecd72"
"Space-based Platforms","Solar/Space Observation Satellites","Helios","HELIOS 1","","9bb5d516-de20-41eb-9b54-109f939b764c"
"Space-based Platforms","Solar/Space Observation Satellites","Helios","HELIOS 2","","5d34bc0e-e9a2-422e-aa9d-8dcb826af251"
"Space-based Platforms","Solar/Space Observation Satellites","Helios","","","b5e6d6de-2d7b-4876-86b1-cd94a494d44d"
"Space-based Platforms","Solar/Space Observation Satellites","Interplanetary Monitoring Platform (IMP)","IMP-8","Interplanetary Monitoring Platform-8","4b4e3fbd-27e9-4022-ab65-09026234ed14"
"Space-based Platforms","Solar/Space Observation Satellites","Interplanetary Monitoring Platform (IMP)","IMP-I","Interplanetary Monitoring Platform-I","7b36ad79-8cf3-46a9-b26c-52f3a0f1eac9"
"Space-based Platforms","Solar/Space Observation Satellites","Interplanetary Monitoring Platform (IMP)","","","98767da4-f273-4c32-a12f-0df5429ac15e"
"Space-based Platforms","Solar/Space Observation Satellites","Living with a Star","SDO","Solar Dynamics Observatory","8c1066ca-a1e6-47c2-aab8-ac70ed33f948"
"Space-based Platforms","Solar/Space Observation Satellites","Living with a Star","","","9277b570-917c-4fd2-acba-3cb167c4c4c9"
"Space-based Platforms","Solar/Space Observation Satellites","NASA Medium Class Explorers (MIDEX)","THEMIS","Time History of Events and Macroscale Interactions During Substorms","6524ba60-7265-49ae-b368-c18d981e7381"
"Space-based Platforms","Solar/Space Observation Satellites","NASA Medium Class Explorers (MIDEX)","","","b003a4a0-0dc3-498b-9795-a197e25cff6c"
"Space-based Platforms","Solar/Space Observation Satellites","NASA Small Explorer (SMEX)","GEMS","Gravity and Extreme Magnetism Small Explorer","d7a1d916-1dc9-4dbd-8a7e-554be1b7379c"
"Space-based Platforms","Solar/Space Observation Satellites","NASA Small Explorer (SMEX)","TRACE","Transition Region and Coronal Explorer","437b468d-4635-4cb9-b875-0795beb47f6d"
"Space-based Platforms","Solar/Space Observation Satellites","NASA Small Explorer (SMEX)","","","a1dfb99c-1819-4a09-9024-81d9c3486eac"
"Space-based Platforms","Solar/Space Observation Satellites","Orbiting Solar Observatory (OSO)","OSO-1","Orbiting Solar Observatory-1","a0e267fd-fde9-490a-a582-cd57464382ba"
"Space-based Platforms","Solar/Space Observation Satellites","Orbiting Solar Observatory (OSO)","OSO-2","Orbiting Solar Observatory-2","3aea48c3-0abb-4c1a-87f7-4035473d0015"
"Space-based Platforms","Solar/Space Observation Satellites","Orbiting Solar Observatory (OSO)","OSO-3","Orbiting Solar Observatory-3","fb5ac938-4c9a-4abd-9b62-7ae1ac63b34e"
"Space-based Platforms","Solar/Space Observation Satellites","Orbiting Solar Observatory (OSO)","OSO-4","Orbiting Solar Observatory-4","b7eaad99-82e7-4edb-a3d3-9e10d2c209c3"
"Space-based Platforms","Solar/Space Observation Satellites","Orbiting Solar Observatory (OSO)","OSO-5","Orbiting Solar Observatory-5","73ae7b33-4b42-47a6-ac52-5aaf791823ac"
"Space-based Platforms","Solar/Space Observation Satellites","Orbiting Solar Observatory (OSO)","OSO-6","Orbiting Solar Observatory-6","a364e4c0-444a-4dec-9fa4-cf740e340411"
"Space-based Platforms","Solar/Space Observation Satellites","Orbiting Solar Observatory (OSO)","OSO-7","Orbiting Solar Observatory-7","a2f755b5-e29a-4e57-8372-ab18a76c62ca"
"Space-based Platforms","Solar/Space Observation Satellites","Orbiting Solar Observatory (OSO)","OSO-8","Orbiting Solar Observatory-8","e58bc59d-a030-4cc4-80a9-f9cb7f294244"
"Space-based Platforms","Solar/Space Observation Satellites","Orbiting Solar Observatory (OSO)","","","1a5dc311-b702-4712-868a-f306bbdc0833"
"Space-based Platforms","Solar/Space Observation Satellites","Pioneer","PIONEER 6","","f5041b9b-2a20-4cd3-9154-f9c62fbf6d1f"
"Space-based Platforms","Solar/Space Observation Satellites","Pioneer","PIONEER 7","","1128de1e-ca90-4400-8ee8-3659106f3d65"
"Space-based Platforms","Solar/Space Observation Satellites","Pioneer","PIONEER 7","","35fa31c4-a259-4b5d-82e0-48b5bdddd13a"
"Space-based Platforms","Solar/Space Observation Satellites","Pioneer","","","7c63ec87-b637-492f-8650-ef7a7bcf1b9f"
"Space-based Platforms","Solar/Space Observation Satellites","Radio Astronomy Explorer (RAE)","RAE-A","Radio Astronomy Explorer-A","f4c1befd-8eae-4cc0-b7ce-1a5306f79fa8"
"Space-based Platforms","Solar/Space Observation Satellites","Radio Astronomy Explorer (RAE)","RAE-B","Radio Astronomy Explorer-B (Explorer 49)","82b2d471-ddff-4c3c-8eed-82e834cc0029"
"Space-based Platforms","Solar/Space Observation Satellites","Radio Astronomy Explorer (RAE)","","","c381eef8-a0be-407e-b85b-67757d724af8"
"Space-based Platforms","Solar/Space Observation Satellites","Solar Radiation (SOLRAD)","SOLRAD-10","Solar Radiation-10","895be672-a1c7-4bf0-a6fb-13816bac13c8"
"Space-based Platforms","Solar/Space Observation Satellites","Solar Radiation (SOLRAD)","SOLRAD-1","Solar Radiation-1","e101ee62-014e-4cc0-8262-088272d6f65f"
"Space-based Platforms","Solar/Space Observation Satellites","Solar Radiation (SOLRAD)","SOLRAD-7A","Solar Radiation-7A","032d5a46-7a5e-46d2-ae07-034e59a611b4"
"Space-based Platforms","Solar/Space Observation Satellites","Solar Radiation (SOLRAD)","SOLRAD-7B","Solar Radiation-7B","a59bfb93-9bb4-47c1-84ea-5357788e97a3"
"Space-based Platforms","Solar/Space Observation Satellites","Solar Radiation (SOLRAD)","SOLRAD-8","Solar Radiation-8","d17cc4a4-bf4a-4b9f-8314-6aed5e32f588"
"Space-based Platforms","Solar/Space Observation Satellites","Solar Radiation (SOLRAD)","SOLRAD-9","Solar Radiation-9","849f648c-c8d7-448c-bea6-5fd642705a14"
"Space-based Platforms","Solar/Space Observation Satellites","Solar Radiation (SOLRAD)","","","c15fcde1-b44a-4d20-91e8-c6c807325b08"
"Space-based Platforms","Solar/Space Observation Satellites","Solar TErrestrial RElations Observatory (STEREO)","STEREO A","Solar Terrestrial Relations Observatory A","68820e6c-4047-4830-99a8-57e13cc5699d"
"Space-based Platforms","Solar/Space Observation Satellites","Solar TErrestrial RElations Observatory (STEREO)","STEREO B","Solar Terrestrial Relations Observatory B","ad945ca6-cd6f-4e21-abe0-e7e7bba68523"
"Space-based Platforms","Solar/Space Observation Satellites","Solar TErrestrial RElations Observatory (STEREO)","","","45ca37e2-2ca8-4562-b9f4-cec6b8251c9f"
"Space-based Platforms","Solar/Space Observation Satellites","","ACE","Advanced Composition Explorer (ACE)","a60eb82b-e058-4b1d-bc09-864d886e8c48"
"Space-based Platforms","Solar/Space Observation Satellites","","ACRIMSAT","Active Cavity Radiometer Irradiance Monitor Satellite","76e768b0-150f-4986-8504-42a713c9c841"
"Space-based Platforms","Solar/Space Observation Satellites","","C/NOFS","Communication and Navigation Outage Forecast System","18f50c33-af5a-48b1-9a34-9be9347cedbc"
"Space-based Platforms","Solar/Space Observation Satellites","","CLUSTER-II","CLUSTER-II","436570eb-cb83-48d3-81d7-a6b6c6a777b4"
"Space-based Platforms","Solar/Space Observation Satellites","","COSMIC/FORMOSAT-3","Constellation Observing System for Meteorology, Ionosphere and Climate","236ccd86-2d36-4312-b73b-c273039e3a2d"
"Space-based Platforms","Solar/Space Observation Satellites","","DSCOVR","Deep Space Climate Observatory","d9cc74c9-34f5-48a4-a982-e4c6f8a5171c"
"Space-based Platforms","Solar/Space Observation Satellites","","EQUATOR-S","","44941da4-aae8-4776-8db0-f2c3eb5eb5e6"
"Space-based Platforms","Solar/Space Observation Satellites","","FAST","Fast Auroral Snapshot Explorer","17d64f1b-288c-4e11-9253-dc6468310607"
"Space-based Platforms","Solar/Space Observation Satellites","","FERMI","Fermi Gamma-ray Space Telescope","848796c8-2654-4c1e-b70f-a85834f4fcef"
"Space-based Platforms","Solar/Space Observation Satellites","","GEOTAIL","","7d44ede4-e2e4-43b8-a970-11f1f75394d5"
"Space-based Platforms","Solar/Space Observation Satellites","","GRO","Gamma-Ray Observatory","1f48df58-92d6-4f8c-bb95-872709133d7b"
"Space-based Platforms","Solar/Space Observation Satellites","","HESSI","High Energy Solar Spectroscopic Imager","bd6d6791-759d-4ebc-baef-0b2148648b91"
"Space-based Platforms","Solar/Space Observation Satellites","","HINODE","Hinode (Solar-B)","c5799ec3-693e-4ee7-ad8e-376b2e515a44"
"Space-based Platforms","Solar/Space Observation Satellites","","HINOTORI","","5255d395-6dd9-49ba-aaf4-44450f708a3c"
"Space-based Platforms","Solar/Space Observation Satellites","","HST","Hubble Space Telescope","253d5637-2f35-464d-bc79-db0f843604fe"
"Space-based Platforms","Solar/Space Observation Satellites","","IRAS","Infrared Astronomy Satellite","c31354ca-9db7-4ea5-b1ed-9b2dbfc06118"
"Space-based Platforms","Solar/Space Observation Satellites","","POLAR","POLAR","9c2ad4c0-d1ee-4940-85c7-53d903b500ab"
"Space-based Platforms","Solar/Space Observation Satellites","","RHESSI","Reuven Ramaty High Energy Solar Spectroscopic Imager","ac6d0fd3-a559-4f59-b862-51addf61944a"
"Space-based Platforms","Solar/Space Observation Satellites","","SAMPEX","SolarAnomalous and Magnetospheric Particle Explorer","7747d786-1e89-4c8e-a9ea-3e90c93d95e0"
"Space-based Platforms","Solar/Space Observation Satellites","","SMM","Solar Maximum Mission","d109e6f1-c4b6-45bc-9e1a-4d23a2bae1b1"
"Space-based Platforms","Solar/Space Observation Satellites","","SOHO","Solar and Heliospheric Observatory","43e942db-8536-4268-8bd4-cea81573b8ee"
"Space-based Platforms","Solar/Space Observation Satellites","","SORCE","Solar Radiation and Climate Experiment","3c45bc59-32ce-4e5d-a602-6fec80ff7f1c"
"Space-based Platforms","Solar/Space Observation Satellites","","STPSat-3","U.S. Air Force Space Test Program Satellite 3","b5e24e20-f99f-423f-83ac-d3eb5989ac48"
"Space-based Platforms","Solar/Space Observation Satellites","","TSIS-1","Total and Spectral Solar Irradiance Sensor-1","6f00151d-b33f-472a-a263-eff7b46b296d"
"Space-based Platforms","Solar/Space Observation Satellites","","ULYSSES","","72594fae-e32a-4f62-88ad-d871ef0ff29a"
"Space-based Platforms","Solar/Space Observation Satellites","","WIND","","0aad04f5-5438-4800-a0c9-6155656a720e"
"Space-based Platforms","Solar/Space Observation Satellites","","YOHKOH","","cea7a056-9bc7-43be-a689-8a15fac587b7"
"Space-based Platforms","Solar/Space Observation Satellites","","","","8e8b7689-0a8e-47a4-9c68-5f6a207104d5"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Apollo","APOLLO-SOYUZ","","6368896e-e7dc-4b4a-b081-7283a3700a02"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Apollo","APOLLO-SOYUZ","","812c1d73-a38d-498c-9b6b-493a6634a21a"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Apollo","APOLLO","","84be98c7-9e25-42a7-8da6-0336b8bd8fcc"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Apollo","","","c6cf9028-9a62-4a0d-8cce-a2a5b1262758"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Gemini","GEMINI-10","","3fb34887-645d-4eea-94c3-a0b15df84a3d"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Gemini","GEMINI-11","","6dbd3d85-18ca-4bc6-984b-add0889db68f"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Gemini","GEMINI-12","","3bd3a9c0-07cf-41eb-917d-d40162429a59"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Gemini","GEMINI-3","","1c4b5e76-b447-4dab-acb5-4badecbf682a"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Gemini","GEMINI-4","","799b81e7-1b2d-4837-88e0-a01836697615"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Gemini","GEMINI-5","","3aa4763b-bc85-4609-96fe-0d0eff904fef"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Gemini","GEMINI-6","","6c0aee1a-955d-48c1-acc0-f7d095030308"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Gemini","GEMINI-7","","92df7f2e-7258-4140-be9f-888b1ae454ce"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Gemini","GEMINI-8","","93baec30-36eb-499b-9523-10e30b8ed846"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Gemini","GEMINI-9","","a0925c59-450c-46be-8735-a0ead1bbf437"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Gemini","GEMINI","","1ef441a3-0fa2-4c1d-81d8-4312dcdde415"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Gemini","","","443bd29e-d615-498d-8580-300249cb7695"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","ATLAS","Atmospheric Laboratory for Applications and Science","f875bfd2-1712-4cd4-99dd-058aada97f91"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","OV-099","Challenger Space Shuttle","af8374fb-1543-4eb2-a67e-5da2237505d3"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","OV-102","Columbia Space Shuttle","5bfe76ac-90dc-4620-8da8-1178cf637b2d"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","OV-103","Discovery Space Shuttle","f03dc3d3-f280-4ff4-b0e6-de800bb21ebb"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","OV-104","Atlantis Space Shuttle","595c5eb0-2a7d-452b-8a62-d492375b78fa"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","OV-105","Endeavour Space Shuttle","15541ce2-b06c-4597-8eb1-745e1c72600b"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","SPACE SHUTTLES","","a771d41b-2298-47fd-9e5d-f99370540e98"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","SPACELAB-1","","320292c9-dd15-43db-bbe7-36a217efc535"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","SPACELAB-3","","70d24549-a5ef-47b1-8131-f5c48e7e93d4"
